,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
185,301,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,4,4,4.949747468,2.442347035,2.939161922,8.723531395,3.872983346,1.098612289,3.674234614,4.538722287,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,13,10,NA,2.865825693,3.415068567,0.395894428,0.198947368,0.19694706,-8.5,-9.5,-3,129.1,0.19694706,9.5,8.5,-3,3,0,0
186,302,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,4,5.830951895,2.48490665,3.671224519,10.92245394,3.872983346,1.435084525,2.738612788,4.074309757,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,11,6,NA,2.610157571,3.820167333,0.31120332,0.24779319,0.063410129,-7.8,-19,-5,182.7,0.063410129,19,7.8,-5,5,-1,1
187,303,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,6,5,4.69041576,2.079441542,3.394508394,8.5498538,4.582575695,1.704748092,3.286335345,6.587867637,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,13,10,NA,3.142324455,3.456061659,0.199261993,0.289601555,-0.090339562,-2.5,-1,-3,157.1,0.090339562,1,2.5,-3,3,-1,1
188,304,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,7,6,4.483302354,2.302585093,2.525728644,9.011104261,4.01248053,1.945910149,2.28035085,7.141428429,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,16,11,NA,3.069491697,3.396591366,0.09252669,0.133404482,-0.040877792,-3,-4,-5,149.9,0.040877792,4,3,-5,5,-1,1
189,305,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,4,4,4.582575695,2.079441542,3.465735903,7.582875444,4.183300133,2.014903021,3.633180425,5.128352562,DICA-C Intraspecific_competition MACA-C,Dieteria canescens,Monoculture,9,9,NA,2.95998868,3.323945148,0.334177215,0.357541899,-0.023364684,-0.5,-3.5,0,129,0.023364684,3.5,0.5,0,0,0,0
190,306,10,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,3.872983346,1.871802177,2.282382386,6.066300355,4.242640687,2.014903021,5.779273311,7.456540753,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,10,11,NA,3.638105835,2.889408718,0.375280899,0.210300429,0.16498047,1,3,1,135.6,0.16498047,3,1,1,1,NA,NA
191,312,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,50,6,6,5.385164807,2.197224577,4.249922794,14.46374779,4.949747468,1.791759469,4.827007354,9.2141196,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,15,10,NA,3.747149177,4.325930025,0.215341959,0.250984604,-0.035642645,-3,-4.5,-5,387.5,0.035642645,4.5,3,-5,5,0,0
192,313,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,8,7,5.196152423,1.945910149,4.698660529,13.43874994,4.335896678,1.335001067,4.857983121,6.426507605,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,10,9,NA,3.359239605,4.258803878,0.363636364,0.378099174,-0.01446281,-3.2,-8.2,-1,355.3,0.01446281,8.2,3.2,-1,1,-1,1
193,314,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,3,5,5.385164807,1.945910149,3.747148362,9.481561053,3.807886553,1.386294361,3.224903099,4.795831523,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,11,7,NA,2.832090151,3.637129282,0.311377246,0.320483749,-0.009106504,-3,-14.5,-4,165.7,0.009106504,14.5,3,-4,4,2,2
194,317,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,7,8,5.522680509,2.079441542,3.895893623,10.70513895,6.557438524,2.197224577,5.692099788,8.426149773,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,14,12,NA,3.757425922,3.821129751,0.313346228,0.3003663,0.012979928,1,12.5,-2,267.2,0.012979928,12.5,1,-2,2,1,1
195,319,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,4.69041576,2.197224577,2.433613355,6.488451279,5.176871642,2.014903021,4.183300133,7.483314774,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,10,9,NA,3.415642678,2.98698253,0.238095238,0.213084112,0.025011126,-1.5,4.8,-1,127,0.025011126,4.8,1.5,-1,1,0,0
196,320,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,4,5,4.472135955,3.17805383,2.541601993,7.03562364,4.69041576,1.098612289,3.924283374,5.683308895,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,20,8,NA,3.099611632,3.094709297,0.322851153,0.204180064,0.118671089,-21,2,-12,109.9,0.118671089,2,21,-12,12,1,1
197,321,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,4,4.062019202,2.397895273,3.335769576,11.03630373,4.147288271,1.840549633,6.058052492,9.502631215,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,14,6,NA,3.944703247,3.791051741,0.288976378,0.187458306,0.101518072,-4.7,0.7,-8,276.9,0.101518072,0.7,4.7,-8,8,-1,1
198,322,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,5,5.567764363,2.302585093,2.747270914,8.893818078,4.816637832,2.140066163,2.75680975,6.603029608,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,9,9,NA,3.059385454,3.411904013,0.1484375,0.164730729,-0.016293229,-1.5,-7.8,0,145.9,0.016293229,7.8,1.5,0,0,-1,1
199,324,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,42,6,4,5.700877125,2.48490665,3.658420247,12.54192968,5.61248608,2.32238772,4.75394573,10.26157883,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,18,16,NA,3.874987039,4.024965829,0.176700547,0.197858236,-0.021157688,-1.8,-1,-2,324,0.021157688,1,1.8,-2,2,-2,2
200,325,11,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,5.14781507,1.945910149,2.32238772,6.204836823,4.847679857,2.48490665,3.478505426,8.905054744,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,12,14,NA,3.519028299,2.920141186,0.13238512,0.209445585,-0.077060465,5,-3,2,140.1,0.077060465,3,5,2,2,NA,NA
201,326,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,8,5.099019514,2.397895273,2.939161922,10.68176015,3.674234614,1.609437912,1.843908891,4.207136794,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,13,9,NA,2.459887332,3.69065334,0.161137441,0.142105263,0.019032178,-6,-12.5,-4,154.1,0.019032178,12.5,6,-4,4,2,2
202,327,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,1,3,5.049752469,2.890371758,3.08190997,13.62350909,4.636809248,1.504077397,3.146426545,5.674504384,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,18,16,NA,2.970005207,4.087226329,0.235154394,0.105110897,0.130043497,-13.5,-4,-2,249.5,0.130043497,4,13.5,-2,2,2,2
203,328,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,6,6.8556546,1.757857918,2.2300144,5.983310121,4.123105626,2.646174797,5.14781507,13.17193987,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,13,10,NA,4.280158285,2.865889831,0.1325,0.206208426,-0.073708426,8.3,-30,-3,245.1,0.073708426,30,8.3,-3,3,1,1
204,329,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,4,4.69041576,2.63905733,3.666122467,10.39711498,3,1.871802177,3.240370349,5.656854249,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,15,9,NA,2.982821583,3.750098326,0.247058824,0.265625,-0.018566176,-7.5,-13,-6,189.7,0.018566176,13,7.5,-6,6,-1,1
205,330,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,4,4.242640687,2.351375257,3.054001182,9.97997996,2.701851217,1.945910149,2.19089023,5.099019514,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,18,12,NA,2.699983286,3.610260537,0.155844156,0.175496689,-0.019652533,-3.5,-10.7,-6,151.6,0.019652533,10.7,3.5,-6,6,-2,2
206,331,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,4,3,5.787918451,2.564949357,3.095577609,10.009995,3.872983346,2.564949357,3.255764119,7.943550843,DICA-C Intraspecific_competition MACA-C,Dieteria canescens,Monoculture,16,10,NA,3.346537758,3.62016196,0.143826323,0.180703189,-0.036876866,0,-18.5,-6,196,0.036876866,18.5,0,-6,6,-1,1
207,337,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,6,6,5.522680509,1.945910149,3.808882247,10.97269338,6.08276253,1.609437912,5.907622195,8.820430828,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,14,15,NA,3.837714557,3.844681473,0.309671695,0.272507553,0.037164142,-2,6.5,1,278.2,0.037164142,6.5,2,1,1,0,0
208,338,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,7,6,5.787918451,2.251291799,4.261270434,13.2740348,4.795831523,1.16315081,2.167948339,3.082207001,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.291321745,4.18751779,0.330985915,0.286928369,0.044057546,-6.3,-10.5,NA,261.3,0.044057546,10.5,6.3,NA,NA,-1,1
209,339,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,4.582575695,1.704748092,2.975529566,8,4.098780306,1.704748092,5.394441584,7.745966692,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,11,10,NA,3.624970107,3.31293368,0.326599327,0.234449761,0.092149566,0,-4.2,-1,172.7,0.092149566,4.2,0,-1,1,1,1
210,341,11,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,6,6,4.69041576,2.564949357,2.451005098,8.654478609,5.567764363,2.251291799,4.878524367,9.444575162,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,13,13,NA,3.784587102,3.332489116,0.210619469,0.134104046,0.076515423,-3.5,9,0,199.5,0.076515423,9,3.5,0,0,0,0
211,342,11,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,7,6,4.847679857,2.397895273,3.005682604,9.954898292,4.669047012,2.564949357,4.312771731,8.5498538,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,13,13,NA,3.586450269,3.600080679,0.202835333,0.169321039,0.033514293,2,-1.7,0,211,0.033514293,1.7,2,0,0,-1,1
212,344,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,3.911521443,2.708050201,1.029619417,4.324349662,3.807886553,1.504077397,2.302172887,4.358898944,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,10,8,NA,2.580905235,2.313864533,0.218106996,0.130232558,0.087874438,-10.5,-0.8,-2,45.8,0.087874438,0.8,10.5,-2,2,0,0
213,345,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,7,4,6.737952211,2.32238772,3.214867803,8.306623863,4.123105626,1.791759469,3.847076812,6.862943975,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,8,11,NA,3.27261681,3.394332286,0.239095315,0.265175719,-0.026080404,-4.2,-28.4,3,155.8,0.026080404,28.4,4.2,3,3,-3,3
214,346,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,6,5.753259945,2.772588722,2.533696814,12.22292927,5.186520992,1.704748092,4.74341649,6.519202405,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,19,9,NA,3.355982553,3.84143542,0.346153846,0.077777778,0.268376068,-10.5,-6.2,-10,227,0.268376068,6.2,10.5,-10,10,2,2
215,347,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,6,4.358898944,2.197224577,3.095577609,7.569676347,4.062019202,2.282382386,3.346640106,8.031189202,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,9,14,NA,3.373103809,3.26577004,0.147952444,0.278337531,-0.130385088,0.8,-2.5,5,155.1,0.130385088,2.5,0.8,5,5,1,1
216,349,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,42,3,4,4.898979486,2.014903021,1.987874348,6.488451279,4.636809248,2.197224577,2.408318916,8.087026648,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,13,11,NA,3.239652074,2.911412995,0.081460674,0.147773279,-0.066312605,1.5,-2.5,-2,120.6,0.066312605,2.5,1.5,-2,2,1,1
217,352,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,NA,NA,4.242640687,1.609437912,1.887069649,5.059644256,5.019960159,1.945910149,6.978538529,9.833615815,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,7,17,NA,4.100262716,2.635661948,0.334938102,0.204968944,0.129969158,2,7.2,10,177.6,0.129969158,7.2,2,10,10,NA,NA
218,353,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,6,5,4.74341649,1.791759469,3.246490992,5.949789912,4.527692569,1.791759469,5.394441584,7.056911506,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,11,17,NA,3.528647487,3.032537041,0.368821293,0.420621931,-0.051800638,0,-2,6,140,0.051800638,2,0,6,6,-1,1
219,354,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,7,4,1.791759469,2.708050201,6.107372594,4.062019202,1.504077397,3.492849839,5.495452666,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,11,6,NA,2.998049784,2.969077768,0.287735849,0.286806883,0.000928966,-1.5,0.5,-5,94.7,0.000928966,0.5,1.5,-5,5,2,2
220,355,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,3,7,3.16227766,1.945910149,2.186051277,5.394441584,5,2.197224577,5.540758071,8.584870413,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,8,10,NA,3.758407706,2.753269486,0.294061303,0.234210526,0.059850776,2,15,2,142.4,0.059850776,15,2,2,2,4,4
221,356,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,9,2.645751311,2.63905733,2.066862759,6.473020933,5.099019514,2.302585093,7.113367698,8.246211251,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,12,6,NA,3.919129871,2.922307939,0.426644182,0.158634538,0.268009644,-4,19,-6,168.4,0.268009644,19,4,-6,6,3,3
222,356,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,9,2.645751311,2.63905733,2.066862759,6.473020933,5.099019514,2.302585093,7.113367698,8.246211251,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,11,8,NA,3.919129871,2.922307939,0.426644182,0.158634538,0.268009644,-4,19,-3,168.4,0.268009644,19,4,-3,3,3,3
223,363,12,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,46,4,7,5.099019514,1.791759469,4.055257174,10.30533842,4.898979486,2.079441542,3.714835124,7.190271205,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,8,10,NA,3.302288045,3.789537649,0.210687023,0.352043929,-0.141356906,2,-2,2,229.4,0.141356906,2,2,2,2,3,3
224,364,12,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,46,6,6,6.488451279,2.014903021,4.360547603,12.80624847,4.301162634,1.252762968,3.130495168,3.911521443,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,13,7,NA,2.653679825,4.143283249,0.390438247,0.323153116,0.067285131,-4,-23.6,-6,267.4,0.067285131,23.6,4,-6,6,0,0
225,365,12,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,45,4,5,4.847679857,1.871802177,3.505557397,11.14899099,3.674234614,1.791759469,4.626013402,7.155417528,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,NA,NA,NA,3.432408911,3.828125962,0.29476584,0.211294416,0.083471424,-0.5,-10,NA,230.2,0.083471424,10,0.5,NA,NA,1,1
226,367,12,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,5,4,5.244044241,1.791759469,3.440418095,9.964938535,4.123105626,1.945910149,2.93257566,4.949747468,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,9,7,NA,2.807547529,3.66133263,0.259818731,0.23908046,0.020738271,1,-10.5,-2,163.6,0.020738271,10.5,1,-2,2,-1,1
227,368,12,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,5,5.099019514,1.945910149,2.397895273,5.761944116,4.527692569,2.302585093,5.319774431,11.17586686,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,13,8,NA,4.061482647,2.856543259,0.184725849,0.248868778,-0.06414293,3,-5.5,-5,197.4,0.06414293,5.5,3,-5,5,0,0
228,370,12,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,4,4,4.159326869,2.251291799,2.939161922,9.654014709,3.449637662,1.098612289,1.788854382,2.701851217,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.1191285,3.548686606,0.304761905,0.168599465,0.13616244,-6.5,-5.4,NA,122.6,0.13616244,5.4,6.5,NA,NA,0,0
229,372,12,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,45,3,4,3.31662479,1.609437912,2.557227311,6,4.358898944,1.945910149,4.404543109,9.038805231,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,11,NA,3.666517195,2.925273887,0.191889219,0.263803681,-0.071914462,2,8,-1,150,0.071914462,8,2,-1,1,1,1
230,373,12,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,7,5,5.522680509,2.079441542,2.944438979,7.726577509,4.062019202,2.197224577,3.591656999,6.610597552,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,12,10,NA,3.194096829,3.266652184,0.227915194,0.241423126,-0.013507931,1,-14,-2,135.3,0.013507931,14,1,-2,2,-2,2
231,375,12,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,42,6,5,5.477225575,2.674148649,3.238678452,11.35781669,5.196152423,1.945910149,4.50555213,6.212889827,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,20,10,NA,3.273903169,3.820535976,0.344651952,0.165048544,0.179603409,-7.5,-3,-10,213.4,0.179603409,3,7.5,-10,10,-1,1
232,376,12,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4,2.312535424,2.379546134,6.625707509,4.816637832,1.987874348,5.00999002,9.710818709,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,18,10,NA,3.836770612,3.00087548,0.210217755,0.197440585,0.01277717,-2.8,7.2,-8,174.1,0.01277717,7.2,2.8,-8,8,NA,NA
233,377,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,6,4.301162634,1.945910149,2.917770732,9.736529156,3.741657387,1.504077397,2.701851217,6.782329983,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,17,17,NA,3.079639784,3.557288277,0.1369606,0.163283319,-0.026322718,-2.5,-4.5,0,166.6,0.026322718,4.5,2.5,0,0,1,1
234,378,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,6,7,3.674234614,2.442347035,2.028148247,9.37016542,3.464101615,1.098612289,2.645751311,4.472135955,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,15,11,NA,2.667936893,3.37613887,0.259259259,0.07966457,0.179594689,-8.5,-1.5,-4,122.4,0.179594689,1.5,8.5,-4,4,1,1
235,380,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,3,6,2.792848009,1.974081026,1.931521412,6.212889827,5.099019514,1.098612289,5.941380311,10.68176015,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,12,11,NA,4.07714857,2.853841488,0.236278447,0.151648352,0.084630095,-4.2,18.2,-1,194.9,0.084630095,18.2,4.2,-1,1,3,3
236,381,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,7,4,4.301162634,2.862200881,4.000033883,14.63215637,3.937003937,2.302585093,2.863564213,6.752777206,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,20,11,NA,3.101022641,4.316502085,0.152416357,0.203200595,-0.050784239,-7.5,-3,-9,322.5,0.050784239,3,7.5,-9,9,-3,3
237,387,13,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,46,5,6,5.576737397,2.302585093,3.668676747,10.50238068,4.266145802,1.945910149,3.987480407,10.73778376,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,13,18,NA,3.837351191,3.764446497,0.121189024,0.262207358,-0.141018333,-3,-12.9,5,280.7,0.141018333,12.9,3,5,5,1,1
238,388,13,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,46,6,3,4.949747468,2.351375257,3.843744165,11.63185282,5.099019514,2.442347035,8.117881497,13.09961832,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,16,10,NA,4.606245739,3.93390353,0.277473684,0.256593407,0.020880278,1,1.5,-6,419.5,0.020880278,1.5,1,-6,6,-3,3
