"","sample","site","code","invasive_exposure","generation","maternal_line","block","shoot_mass","root_mass","height","leaf_count","leaf_width","tillers","fibrous_root_count","longest_fibrous_root","nonfibrous_root_count","longest_nonfibrous_root","trt","mat_line","root_length","total_mass","rmf","primary_root_count","sqrt_root_mass","sqrt_shoot_mass","asin_leaf_width","sqrt_total_mass"
"354",426,"Wyoming population 1","GB","yes","2nd generation","M4",6,0.0255,0.0137,9.7,9,NA,3,2,11.3,5,9.1,"WY1 GB in G2","M4",11.3,0.0392,0.349489795918367,7,0.117046999107196,0.159687194226713,NA,0.197989898732233
"355",427,"Wyoming population 1","GB","yes","2nd generation","M4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M4",NA,NA,NA,NA,NA,NA,NA,NA
"356",428,"Wyoming population 1","GB","yes","2nd generation","M4",2,0.0045,0.0017,3,5,0.1,1,1,3,2,8.3,"WY1 GB in G2","M4",8.3,0.0062,0.274193548387097,3,0.0412310562561766,0.0670820393249937,0.10016742116156,0.0787400787401181
"357",429,"Wyoming population 1","GB","yes","2nd generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M4",NA,NA,NA,NA,NA,NA,NA,NA
"358",430,"Wyoming population 1","GB","yes","2nd generation","M4",4,0.0401,0.0242,11.5,7,0.3,2,1,12,4,10.9,"WY1 GB in G2","M4",12,0.0643,0.376360808709176,5,0.15556349186104,0.200249843945008,0.304692654015398,0.253574446662119
"359",431,"Wyoming population 1","GB","yes","2nd generation","M4",5,0.0298,0.0134,8.4,15,0.2,3,2,10.3,4,7.5,"WY1 GB in G2","M4",10.3,0.0432,0.310185185185185,6,0.115758369027902,0.172626765016321,0.201357920790331,0.207846096908265
"360",432,"Wyoming population 1","GB","yes","2nd generation","M4",6,0.0568,0.0438,12.6,17,0.3,3,2,10.4,6,9.5,"WY1 GB in G2","M4",10.4,0.1006,0.435387673956262,8,0.209284495364564,0.23832750575626,0.304692654015398,0.317175030543074
"361",433,"Wyoming population 1","GB","yes","1st generation","M4",1,0.0083,0.0057,7,6,0.2,1,2,11.9,0,NA,"WY1 GB in G1","M4",NA,0.014,0.407142857142857,2,0.0754983443527075,0.091104335791443,0.201357920790331,0.118321595661992
"362",434,"Wyoming population 1","GB","yes","1st generation","M4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"363",435,"Wyoming population 1","GB","yes","1st generation","M4",3,0.0164,0.0201,9.9,5,0.1,1,2,8.2,1,6,"WY1 GB in G1","M4",8.2,0.0365,0.550684931506849,3,0.141774468787578,0.128062484748657,0.10016742116156,0.191049731745428
"364",436,"Wyoming population 1","GB","yes","1st generation","M4",4,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"365",437,"Wyoming population 1","GB","yes","1st generation","M4",5,0.0358,0.0209,11.8,15,0.2,3,4,11.9,2,10.8,"WY1 GB in G1","M4",11.9,0.0567,0.368606701940035,6,0.14456832294801,0.189208879284245,0.201357920790331,0.238117617995813
"366",438,"Wyoming population 1","GB","yes","1st generation","M4",6,0.0222,0.0112,10.8,9,0.1,2,3,11,2,1.4,"WY1 GB in G1","M4",11,0.0334,0.335329341317365,5,0.105830052442584,0.148996644257513,0.10016742116156,0.182756668824971
"367",439,"Wyoming population 1","GB","yes","1st generation","M4",1,0.0266,0.0174,11.6,8,0.2,2,1,12.5,4,10.2,"WY1 GB in G1","M4",12.5,0.044,0.395454545454545,5,0.131909059582729,0.163095064303001,0.201357920790331,0.20976176963403
"368",440,"Wyoming population 1","GB","yes","1st generation","M4",2,0.0125,0.01,8.9,7,0.1,2,2,10.3,2,7.6,"WY1 GB in G1","M4",10.3,0.0225,0.444444444444444,4,0.1,0.111803398874989,0.10016742116156,0.15
"369",441,"Wyoming population 1","GB","yes","1st generation","M4",3,0.0135,0.0053,8.3,5,0.2,1,1,10.9,2,8.2,"WY1 GB in G1","M4",10.9,0.0188,0.281914893617021,3,0.0728010988928052,0.116189500386222,0.201357920790331,0.137113092008021
"370",442,"Wyoming population 1","GB","yes","1st generation","M4",4,0.0303,0.0169,13.2,10,0.2,3,1,12.2,5,9.9,"WY1 GB in G1","M4",12.2,0.0472,0.358050847457627,6,0.13,0.174068951855292,0.201357920790331,0.217255609824004
"371",443,"Wyoming population 1","GB","yes","1st generation","M4",5,0.0269,0.0208,12.4,8,0.2,2,2,10,2,11,"WY1 GB in G1","M4",11,0.0477,0.436058700209644,4,0.14422205101856,0.164012194668567,0.201357920790331,0.218403296678416
"372",444,"Wyoming population 1","GB","yes","1st generation","M4",6,0.0392,0.0116,13.4,13,0.2,3,2,11.1,3,3.3,"WY1 GB in G1","M4",11.1,0.0508,0.228346456692913,5,0.10770329614269,0.197989898732233,0.201357920790331,0.225388553391693
"373",445,"Wyoming population 1","GB","yes","1st generation","M4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"374",446,"Wyoming population 1","GB","yes","1st generation","M4",2,0.0237,0.0097,10.7,10,NA,3,2,10.2,3,7.3,"WY1 GB in G1","M4",10.2,0.0334,0.290419161676647,5,0.098488578017961,0.153948043183407,NA,0.182756668824971
"375",447,"Wyoming population 1","GB","yes","1st generation","M4",3,0.0081,0.0075,8,6,0.1,1,2,10.9,1,5.4,"WY1 GB in G1","M4",10.9,0.0156,0.480769230769231,3,0.0866025403784439,0.09,0.10016742116156,0.124899959967968
"376",448,"Wyoming population 1","GB","yes","1st generation","M4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"377",449,"Wyoming population 1","GB","yes","1st generation","M4",5,NA,NA,7,8,0.2,1,1,11.6,3,9.7,"WY1 GB in G1","M4",11.6,NA,NA,4,NA,NA,0.201357920790331,NA
"378",450,"Wyoming population 1","GB","yes","1st generation","M4",6,0.0552,0.0227,13.7,13,0.1,3,0,NA,5,12.8,"WY1 GB in G1","M4",NA,0.0779,0.291399229781772,5,0.150665191733194,0.234946802489415,0.10016742116156,0.279105714739057
"379",451,"Wyoming population 1","GB","yes","1st generation","M4",1,0.0114,0.0085,9.6,7,0.1,2,2,12.5,2,10,"WY1 GB in G1","M4",12.5,0.0199,0.42713567839196,4,0.0921954445729289,0.106770782520313,0.10016742116156,0.141067359796659
"380",452,"Wyoming population 1","GB","yes","1st generation","M4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"381",453,"Wyoming population 1","GB","yes","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"382",454,"Wyoming population 1","GB","yes","1st generation","M4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"383",455,"Wyoming population 1","GB","yes","1st generation","M4",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"384",456,"Wyoming population 1","GB","yes","1st generation","M4",6,0.0182,0.0071,9,9,0.2,2,1,3,3,11.2,"WY1 GB in G1","M4",11.2,0.0253,0.280632411067194,4,0.0842614977317636,0.13490737563232,0.201357920790331,0.159059737205869
"385",457,"Wyoming population 1","GB","yes","1st generation","M4",1,0.0158,0.0123,9.6,6,0.2,1,2,10.7,3,10,"WY1 GB in G1","M4",10.7,0.0281,0.437722419928826,5,0.110905365064094,0.125698050899765,0.201357920790331,0.167630546142402
"386",458,"Wyoming population 1","GB","yes","1st generation","M4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"387",459,"Wyoming population 1","GB","yes","1st generation","M4",3,0.0078,0.0055,8,5,0.1,1,1,9.7,3,9.6,"WY1 GB in G1","M4",9.7,0.0133,0.413533834586466,4,0.0741619848709566,0.0883176086632785,0.10016742116156,0.115325625946708
"388",460,"Wyoming population 1","GB","yes","1st generation","M4",4,0.0191,0.0135,9.1,7,0.2,2,3,11.4,3,10.3,"WY1 GB in G1","M4",11.4,0.0326,0.414110429447853,6,0.116189500386222,0.138202749610853,0.201357920790331,0.180554700852678
"389",461,"Wyoming population 1","GB","yes","1st generation","M4",5,0.0155,0.0125,6.9,8,0.2,2,3,11.7,1,11.3,"WY1 GB in G1","M4",11.7,0.028,0.446428571428571,4,0.111803398874989,0.124498995979887,0.201357920790331,0.167332005306815
"390",462,"Wyoming population 1","GB","yes","1st generation","M4",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"391",463,"Wyoming population 1","GB","yes","1st generation","M4",1,0.0155,0.0103,9.5,8,0.1,2,2,12.1,3,10.4,"WY1 GB in G1","M4",12.1,0.0258,0.39922480620155,5,0.101488915650922,0.124498995979887,0.10016742116156,0.16062378404209
"392",464,"Wyoming population 1","GB","yes","1st generation","M4",2,0.0323,0.0153,13.3,8,0.2,2,3,9.6,5,9,"WY1 GB in G1","M4",9.6,0.0476,0.321428571428571,8,0.12369316876853,0.179722007556114,0.201357920790331,0.218174242292714
"393",465,"Wyoming population 1","GB","yes","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"394",466,"Wyoming population 1","GB","yes","1st generation","M4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M4",NA,NA,NA,NA,NA,NA,NA,NA
"395",467,"Wyoming population 1","GB","yes","1st generation","M4",5,0.0363,0.0191,12.4,12,0.2,2,3,10.3,1,9.6,"WY1 GB in G1","M4",10.3,0.0554,0.344765342960289,4,0.138202749610853,0.190525588832577,0.201357920790331,0.235372045918796
"396",468,"Wyoming population 1","GB","yes","1st generation","M4",6,0.0583,0.0319,18.1,9,0.2,2,4,11.3,4,11.2,"WY1 GB in G1","M4",11.3,0.0902,0.353658536585366,8,0.178605710994918,0.241453929352993,0.201357920790331,0.300333148353624
"397",469,"Wyoming population 1","GB","no","1st generation","M4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"398",470,"Wyoming population 1","GB","no","1st generation","M4",2,0.0184,0.0118,7.6,7,0.1,2,2,9.8,3,9.5,"WY1 GB out G1","M3",9.8,0.0302,0.390728476821192,5,0.108627804912002,0.135646599662505,0.10016742116156,0.173781471969828
"399",471,"Wyoming population 1","GB","no","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"400",472,"Wyoming population 1","GB","no","1st generation","M4",4,0.0173,0.0112,6.9,7,0.2,2,2,10.9,3,10.3,"WY1 GB out G1","M3",10.9,0.0285,0.392982456140351,5,0.105830052442584,0.131529464379659,0.201357920790331,0.168819430161341
"401",473,"Wyoming population 1","GB","no","1st generation","M4",5,0.0347,0.0192,12.5,8,0.2,3,3,9.5,2,10.1,"WY1 GB out G1","M3",10.1,0.0539,0.35621521335807,5,0.13856406460551,0.186279360101972,0.201357920790331,0.232163735324878
"402",474,"Wyoming population 1","GB","no","1st generation","M4",6,0.0289,0.0181,13.7,7,0.2,2,2,11.3,4,10,"WY1 GB out G1","M3",11.3,0.047,0.385106382978723,6,0.134536240470737,0.17,0.201357920790331,0.216794833886788
"403",475,"Wyoming population 1","GB","no","1st generation","M4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"404",476,"Wyoming population 1","GB","no","1st generation","M4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"405",477,"Wyoming population 1","GB","no","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"406",478,"Wyoming population 1","GB","no","1st generation","M4",4,0.0094,0.0052,4.5,6,0.1,1,1,10.6,2,10.7,"WY1 GB out G1","M3",10.7,0.0146,0.356164383561644,3,0.0721110255092798,0.0969535971483266,0.10016742116156,0.120830459735946
"407",479,"Wyoming population 1","GB","no","1st generation","M4",5,0.033,0.0178,10.9,10,0.2,2,3,11.5,3,11.3,"WY1 GB out G1","M3",11.5,0.0508,0.350393700787402,6,0.133416640641263,0.18165902124585,0.201357920790331,0.225388553391693
"408",480,"Wyoming population 1","GB","no","1st generation","M4",6,0.046,0.0175,13.2,9,0.2,3,2,11.2,4,10.9,"WY1 GB out G1","M3",11.2,0.0635,0.275590551181102,6,0.13228756555323,0.214476105895272,0.201357920790331,0.251992063367083
"409",481,"Wyoming population 1","GB","no","1st generation","M4",1,0.0301,0.0158,10.1,10,0.1,2,3,13.5,1,11,"WY1 GB out G1","M3",13.5,0.0459,0.344226579520697,4,0.125698050899765,0.173493515728975,0.10016742116156,0.214242852856285
"410",482,"Wyoming population 1","GB","no","1st generation","M4",2,0.0112,0.0067,4.2,6,0.1,1,1,11,4,8.8,"WY1 GB out G1","M3",11,0.0179,0.374301675977654,5,0.0818535277187245,0.105830052442584,0.10016742116156,0.133790881602597
"411",483,"Wyoming population 1","GB","no","1st generation","M4",3,0.0208,0.0108,7.5,9,0.1,2,1,10.2,4,9,"WY1 GB out G1","M3",10.2,0.0316,0.341772151898734,5,0.103923048454133,0.14422205101856,0.10016742116156,0.177763888346312
"412",484,"Wyoming population 1","GB","no","1st generation","M4",4,0.0409,NA,11.1,11,0.2,2,2,13.1,5,9.9,"WY1 GB out G1","M3",13.1,NA,NA,7,NA,0.202237484161567,0.201357920790331,NA
"413",485,"Wyoming population 1","GB","no","1st generation","M4",5,0.0123,0.0064,14.2,8,0.1,2,4,11.7,1,10.3,"WY1 GB out G1","M3",11.7,0.0187,0.342245989304813,5,0.08,0.110905365064094,0.10016742116156,0.136747943311773
"414",486,"Wyoming population 1","GB","no","1st generation","M4",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"415",487,"Wyoming population 1","GB","no","1st generation","M4",1,0.0237,0.0139,9.3,10,0.1,3,2,11.1,4,10.7,"WY1 GB out G1","M3",11.1,0.0376,0.36968085106383,6,0.117898261225516,0.153948043183407,0.10016742116156,0.193907194296653
"416",488,"Wyoming population 1","GB","no","1st generation","M4",2,0.0165,0.0151,7.7,8,0.1,2,1,12.6,4,10.6,"WY1 GB out G1","M3",12.6,0.0316,0.477848101265823,5,0.122882057274445,0.128452325786651,0.10016742116156,0.177763888346312
"417",489,"Wyoming population 1","GB","no","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"418",490,"Wyoming population 1","GB","no","1st generation","M4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"419",491,"Wyoming population 1","GB","no","1st generation","M4",5,0.0328,0.0251,12.5,7,0.2,2,5,11.3,2,10.1,"WY1 GB out G1","M3",11.3,0.0579,0.433506044905009,7,0.158429795177549,0.181107702762748,0.201357920790331,0.240624188310319
"420",492,"Wyoming population 1","GB","no","1st generation","M4",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"421",493,"Wyoming population 1","GB","no","1st generation","M4",1,0.0215,0.0173,13.2,6,0.2,1,3,10.8,3,9.2,"WY1 GB out G1","M3",10.8,0.0388,0.445876288659794,6,0.131529464379659,0.146628782986152,0.201357920790331,0.196977156035922
"422",494,"Wyoming population 1","GB","no","1st generation","M4",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"423",495,"Wyoming population 1","GB","no","1st generation","M4",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"424",496,"Wyoming population 1","GB","no","1st generation","M4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"425",497,"Wyoming population 1","GB","no","1st generation","M4",5,0.0421,0.0267,12.5,13,0.2,2,1,11.5,4,10.4,"WY1 GB out G1","M3",11.5,0.0688,0.388081395348837,5,0.163401346383682,0.205182845286832,0.201357920790331,0.26229754097208
"426",498,"Wyoming population 1","GB","no","1st generation","M4",6,0.0114,0.0051,6.9,7,0.2,1,3,11.3,2,3.6,"WY1 GB out G1","M3",11.3,0.0165,0.309090909090909,5,0.0714142842854285,0.106770782520313,0.201357920790331,0.128452325786651
"427",499,"Wyoming population 1","GB","no","1st generation","M4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M3",NA,NA,NA,NA,NA,NA,NA,NA
"428",500,"Wyoming population 1","GB","no","1st generation","M4",2,0.0128,0.0111,7,5,0.1,1,2,12,3,9.8,"WY1 GB out G1","M3",12,0.0239,0.464435146443515,5,0.105356537528527,0.113137084989848,0.10016742116156,0.154596248337403
"429",501,"Wyoming population 1","GB","no","1st generation","M4",3,0.0115,0.0067,6.7,5,0.2,1,2,4.6,3,9.4,"WY1 GB out G1","M3",9.4,0.0182,0.368131868131868,5,0.0818535277187245,0.107238052947636,0.201357920790331,0.13490737563232
"430",502,"Wyoming population 1","GB","no","1st generation","M4",4,0.0339,0.0144,10.5,11,0.2,2,2,10.6,3,7.1,"WY1 GB out G1","M3",10.6,0.0483,0.298136645962733,5,0.12,0.18411952639522,0.201357920790331,0.219772609758359
"431",503,"Wyoming population 1","GB","no","1st generation","M4",5,0.0393,0.0275,13.6,9,0.2,3,4,10.9,3,10.7,"WY1 GB out G1","M3",10.9,0.0668,0.411676646706587,7,0.16583123951777,0.19824227601599,0.201357920790331,0.258456959666402
"432",504,"Wyoming population 1","GB","no","1st generation","M4",6,0.064,0.0263,15.4,14,0.2,3,3,10.2,5,10.2,"WY1 GB out G1","M3",10.2,0.0903,0.29125138427464,8,0.162172747402269,0.25298221281347,0.201357920790331,0.300499584026334
