"","sample","site","code","invasive_exposure","generation","maternal_line","block","shoot_mass","root_mass","height","leaf_count","leaf_width","tillers","fibrous_root_count","longest_fibrous_root","nonfibrous_root_count","longest_nonfibrous_root","trt","mat_line","root_length","total_mass","rmf","primary_root_count","sqrt_root_mass","sqrt_shoot_mass","asin_leaf_width","sqrt_total_mass"
"1",73,"Wyoming population 1","GB","yes","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"2",74,"Wyoming population 1","GB","yes","1st generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"3",75,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"4",76,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"5",77,"Wyoming population 1","GB","yes","1st generation","M6",5,0.013,0.0023,7.3,6,0.1,2,1,10.7,2,1.6,"WY1 GB in G1","M2",10.7,0.0153,0.150326797385621,3,0.0479583152331272,0.114017542509914,0.10016742116156,0.12369316876853
"6",78,"Wyoming population 1","GB","yes","1st generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"7",79,"Wyoming population 1","GB","yes","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"8",80,"Wyoming population 1","GB","yes","1st generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"9",81,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"10",82,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"11",83,"Wyoming population 1","GB","yes","1st generation","M6",5,0.0161,0.0059,6,11,0.1,3,1,9.5,3,10.2,"WY1 GB in G1","M2",10.2,0.022,0.268181818181818,4,0.0768114574786861,0.126885775404495,0.10016742116156,0.148323969741913
"12",84,"Wyoming population 1","GB","yes","1st generation","M6",6,0.04,0.0371,13.3,11,0.1,3,3,12.7,7,10.3,"WY1 GB in G1","M2",12.7,0.0771,0.481193255512322,10,0.192613602842582,0.2,0.10016742116156,0.277668867538296
"13",85,"Wyoming population 1","GB","yes","1st generation","M6",1,0.0092,0.0052,6,6,0.1,2,1,12.1,4,9.8,"WY1 GB in G1","M2",12.1,0.0144,0.361111111111111,5,0.0721110255092798,0.0959166304662544,0.10016742116156,0.12
"14",86,"Wyoming population 1","GB","yes","1st generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"15",87,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"16",88,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"17",89,"Wyoming population 1","GB","yes","1st generation","M6",5,0.0393,0.0271,11.6,13,0.2,3,2,9.6,3,9,"WY1 GB in G1","M2",9.6,0.0664,0.408132530120482,5,0.164620776331543,0.19824227601599,0.201357920790331,0.257681974534503
"18",90,"Wyoming population 1","GB","yes","1st generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"19",91,"Wyoming population 1","GB","yes","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"20",92,"Wyoming population 1","GB","yes","1st generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"21",93,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"22",94,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"23",95,"Wyoming population 1","GB","yes","1st generation","M6",5,0.0152,0.0078,7,6,0.2,2,2,9.7,2,9.3,"WY1 GB in G1","M2",9.7,0.023,0.339130434782609,4,0.0883176086632785,0.12328828005938,0.201357920790331,0.151657508881031
"24",96,"Wyoming population 1","GB","yes","1st generation","M6",6,0.0077,0.0026,7.5,5,0.1,1,1,10.6,2,8.6,"WY1 GB in G1","M2",10.6,0.0103,0.252427184466019,3,0.0509901951359278,0.0877496438739212,0.10016742116156,0.101488915650922
"25",97,"Wyoming population 1","GB","yes","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"26",98,"Wyoming population 1","GB","yes","1st generation","M6",2,0.0343,0.0193,11.7,10,0.1,2,2,11.2,4,9.4,"WY1 GB in G1","M2",11.2,0.0536,0.360074626865672,6,0.138924439894498,0.185202591774521,0.10016742116156,0.231516738055804
"27",99,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"28",100,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"29",101,"Wyoming population 1","GB","yes","1st generation","M6",5,0.0326,0.0139,12.9,9,0.1,2,1,7,4,5,"WY1 GB in G1","M2",7,0.0465,0.298924731182796,5,0.117898261225516,0.180554700852678,0.10016742116156,0.215638586528478
"30",102,"Wyoming population 1","GB","yes","1st generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"31",103,"Wyoming population 1","GB","yes","1st generation","M6",1,0.0029,0.0013,2.7,5,0.1,1,1,0.3,1,3.9,"WY1 GB in G1","M2",3.9,0.0042,0.30952380952381,2,0.0360555127546399,0.053851648071345,0.10016742116156,0.0648074069840786
"32",104,"Wyoming population 1","GB","yes","1st generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"33",105,"Wyoming population 1","GB","yes","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"34",106,"Wyoming population 1","GB","yes","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"35",107,"Wyoming population 1","GB","yes","1st generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G1","M2",NA,NA,NA,NA,NA,NA,NA,NA
"36",108,"Wyoming population 1","GB","yes","1st generation","M6",6,0.0201,0.0105,9.5,6,0.2,1,3,11.6,4,3.7,"WY1 GB in G1","M2",11.6,0.0306,0.343137254901961,7,0.102469507659596,0.141774468787578,0.201357920790331,0.174928556845359
"37",109,"Wyoming population 1","GB","no","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"38",110,"Wyoming population 1","GB","no","1st generation","M6",2,0.0112,0.0108,5.8,6,0.1,1,2,13.8,2,9.5,"WY1 GB out G1","M6",13.8,0.022,0.490909090909091,4,0.103923048454133,0.105830052442584,0.10016742116156,0.148323969741913
"39",111,"Wyoming population 1","GB","no","1st generation","M6",3,0.0324,0.0156,14.2,10,0.1,2,2,10.3,5,9.6,"WY1 GB out G1","M6",10.3,0.048,0.325,7,0.124899959967968,0.18,0.10016742116156,0.219089023002066
"40",112,"Wyoming population 1","GB","no","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"41",113,"Wyoming population 1","GB","no","1st generation","M6",5,0.0307,0.0224,9.1,12,0.2,3,4,11.8,3,9.8,"WY1 GB out G1","M6",11.8,0.0531,0.421845574387947,7,0.149666295470958,0.175214154679352,0.201357920790331,0.230434372436058
"42",114,"Wyoming population 1","GB","no","1st generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"43",115,"Wyoming population 1","GB","no","1st generation","M6",1,0.0239,0.0136,11.9,8,0.2,2,2,10.3,1,8,"WY1 GB out G1","M6",10.3,0.0375,0.362666666666667,3,0.116619037896906,0.154596248337403,0.201357920790331,0.193649167310371
"44",116,"Wyoming population 1","GB","no","1st generation","M6",2,0.0194,0.0152,8.1,6,0.1,1,2,14.3,3,9.9,"WY1 GB out G1","M6",14.3,0.0346,0.439306358381503,5,0.12328828005938,0.139283882771841,0.10016742116156,0.186010752377383
"45",117,"Wyoming population 1","GB","no","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"46",118,"Wyoming population 1","GB","no","1st generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"47",119,"Wyoming population 1","GB","no","1st generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"48",120,"Wyoming population 1","GB","no","1st generation","M6",6,0.0072,0.0035,7,5,0.1,4,4,8,2,9.3,"WY1 GB out G1","M6",9.3,0.0107,0.327102803738318,6,0.0591607978309962,0.0848528137423857,0.10016742116156,0.103440804327886
"49",121,"Wyoming population 1","GB","no","1st generation","M6",1,0.0189,0.0139,10.2,8,0.2,2,2,12.2,4,9.1,"WY1 GB out G1","M6",12.2,0.0328,0.423780487804878,6,0.117898261225516,0.137477270848675,0.201357920790331,0.181107702762748
"50",122,"Wyoming population 1","GB","no","1st generation","M6",2,0.0073,0.0041,5.7,5,0.1,1,1,10.1,3,10.5,"WY1 GB out G1","M6",10.5,0.0114,0.359649122807018,4,0.0640312423743285,0.0854400374531753,0.10016742116156,0.106770782520313
"51",123,"Wyoming population 1","GB","no","1st generation","M6",3,0.019,0.0104,8.6,11,0.1,2,2,10.3,4,8.3,"WY1 GB out G1","M6",10.3,0.0294,0.353741496598639,6,0.101980390271856,0.137840487520902,0.10016742116156,0.171464281994822
"52",124,"Wyoming population 1","GB","no","1st generation","M6",4,0.0133,0.0094,8.3,6,0.1,1,1,11.2,4,8.3,"WY1 GB out G1","M6",11.2,0.0227,0.41409691629956,5,0.0969535971483266,0.115325625946708,0.10016742116156,0.150665191733194
"53",125,"Wyoming population 1","GB","no","1st generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"54",126,"Wyoming population 1","GB","no","1st generation","M6",6,0.0513,0.0205,13.6,13,0.2,3,3,9.5,2,7.9,"WY1 GB out G1","M6",9.5,0.0718,0.285515320334262,5,0.143178210632764,0.226495033058122,0.201357920790331,0.267955220139485
"55",127,"Wyoming population 1","GB","no","1st generation","M6",1,0.0165,0.0167,8.4,6,0.1,1,2,9.8,4,9.7,"WY1 GB out G1","M6",9.8,0.0332,0.503012048192771,6,0.129228479833201,0.128452325786651,0.10016742116156,0.182208671582886
"56",128,"Wyoming population 1","GB","no","1st generation","M6",2,0.0128,0.0032,7.7,6,0.1,1,1,12.3,3,2.8,"WY1 GB out G1","M6",12.3,0.016,0.2,4,0.0565685424949238,0.113137084989848,0.10016742116156,0.126491106406735
"57",129,"Wyoming population 1","GB","no","1st generation","M6",3,0.0011,8e-04,0.8,4,0.1,1,0,NA,2,8.8,"WY1 GB out G1","M6",NA,0.0019,0.421052631578947,2,0.0282842712474619,0.033166247903554,0.10016742116156,0.0435889894354067
"58",130,"Wyoming population 1","GB","no","1st generation","M6",4,0.0136,0.0083,7.9,5,0.1,1,3,9.8,1,7.8,"WY1 GB out G1","M6",9.8,0.0219,0.378995433789954,4,0.091104335791443,0.116619037896906,0.10016742116156,0.147986485869487
"59",131,"Wyoming population 1","GB","no","1st generation","M6",5,0.0661,0.0346,17.2,12,0.3,2,3,12.7,3,10.5,"WY1 GB out G1","M6",12.7,0.1007,0.343594836146971,6,0.186010752377383,0.257099202643649,0.304692654015398,0.317332633052449
"60",132,"Wyoming population 1","GB","no","1st generation","M6",6,0.0089,0.0065,5.8,6,0.1,1,6,11.6,0,NA,"WY1 GB out G1","M6",NA,0.0154,0.422077922077922,6,0.0806225774829855,0.094339811320566,0.10016742116156,0.124096736459909
"61",133,"Wyoming population 1","GB","no","1st generation","M6",1,0.0109,0.0086,7.5,7,0.1,2,2,11,3,10.2,"WY1 GB out G1","M6",11,0.0195,0.441025641025641,5,0.092736184954957,0.104403065089106,0.10016742116156,0.139642400437689
"62",134,"Wyoming population 1","GB","no","1st generation","M6",2,0.0052,0.0061,4.1,5,0.1,1,2,9.8,2,10.5,"WY1 GB out G1","M6",10.5,0.0113,0.539823008849557,4,0.0781024967590666,0.0721110255092798,0.10016742116156,0.106301458127346
"63",135,"Wyoming population 1","GB","no","1st generation","M6",3,0.0083,0.0053,6.9,5,0.1,1,1,7.1,3,7.4,"WY1 GB out G1","M6",7.4,0.0136,0.389705882352941,4,0.0728010988928052,0.091104335791443,0.10016742116156,0.116619037896906
"64",136,"Wyoming population 1","GB","no","1st generation","M6",4,0.0101,0.0059,6.3,6,0.1,1,3,9.6,2,9.7,"WY1 GB out G1","M6",9.7,0.016,0.36875,5,0.0768114574786861,0.100498756211209,0.10016742116156,0.126491106406735
"65",137,"Wyoming population 1","GB","no","1st generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"66",138,"Wyoming population 1","GB","no","1st generation","M6",6,0.0656,0.0333,16.6,18,0.3,4,1,12.3,8,10.7,"WY1 GB out G1","M6",12.3,0.0989,0.336703741152679,9,0.182482875908947,0.256124969497314,0.304692654015398,0.314483703870328
"67",139,"Wyoming population 1","GB","no","1st generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"68",140,"Wyoming population 1","GB","no","1st generation","M6",2,0.0114,0.0061,5.9,8,0.2,2,1,12.7,2,10.3,"WY1 GB out G1","M6",12.7,0.0175,0.348571428571429,3,0.0781024967590666,0.106770782520313,0.201357920790331,0.13228756555323
"69",141,"Wyoming population 1","GB","no","1st generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M6",NA,NA,NA,NA,NA,NA,NA,NA
"70",142,"Wyoming population 1","GB","no","1st generation","M6",4,0.0063,0.0026,3.9,5,0.1,1,2,5.7,2,9.6,"WY1 GB out G1","M6",9.6,0.0089,0.292134831460674,4,0.0509901951359278,0.0793725393319377,0.10016742116156,0.094339811320566
"71",143,"Wyoming population 1","GB","no","1st generation","M6",5,NA,NA,12.3,11,0.2,3,3,10.1,4,7.9,"WY1 GB out G1","M6",10.1,NA,NA,7,NA,NA,0.201357920790331,NA
"72",144,"Wyoming population 1","GB","no","1st generation","M6",6,0.0047,0.0022,4.7,6,0.1,1,3,10.5,1,0.3,"WY1 GB out G1","M6",10.5,0.0069,0.318840579710145,4,0.0469041575982343,0.0685565460040104,0.10016742116156,0.0830662386291807
"73",145,"Wyoming population 1","GB","yes","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"74",146,"Wyoming population 1","GB","yes","2nd generation","M6",2,0.0106,0.005,6.1,6,0.2,1,3,9.7,2,7.6,"WY1 GB in G2","M2",9.7,0.0156,0.320512820512821,5,0.0707106781186548,0.10295630140987,0.201357920790331,0.124899959967968
"75",147,"Wyoming population 1","GB","yes","2nd generation","M6",3,1e-04,1e-04,0.4,2,0.1,1,1,5.1,0,NA,"WY1 GB in G2","M2",NA,2e-04,0.5,1,0.01,0.01,0.10016742116156,0.014142135623731
"76",148,"Wyoming population 1","GB","yes","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"77",149,"Wyoming population 1","GB","yes","2nd generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"78",150,"Wyoming population 1","GB","yes","2nd generation","M6",6,0.0134,0.0085,9,6,0.1,1,2,11.3,3,10.3,"WY1 GB in G2","M2",11.3,0.0219,0.388127853881279,5,0.0921954445729289,0.115758369027902,0.10016742116156,0.147986485869487
"79",151,"Wyoming population 1","GB","yes","2nd generation","M6",1,0.0113,0.0038,5.2,6,0.1,2,2,11.6,2,0.4,"WY1 GB in G2","M2",11.6,0.0151,0.251655629139073,4,0.0616441400296898,0.106301458127346,0.10016742116156,0.122882057274445
"80",152,"Wyoming population 1","GB","yes","2nd generation","M6",2,0.0098,0.0073,6.7,6,0.1,1,1,8.2,3,10.9,"WY1 GB in G2","M2",10.9,0.0171,0.426900584795322,4,0.0854400374531753,0.0989949493661166,0.10016742116156,0.13076696830622
"81",153,"Wyoming population 1","GB","yes","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"82",154,"Wyoming population 1","GB","yes","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"83",155,"Wyoming population 1","GB","yes","2nd generation","M6",5,0.0292,0.0129,9.7,10,0.2,3,1,18,0,NA,"WY1 GB in G2","M2",NA,0.0421,0.306413301662708,1,0.113578166916005,0.170880074906351,0.201357920790331,0.205182845286832
"84",156,"Wyoming population 1","GB","yes","2nd generation","M6",6,0.0273,0.0111,11.9,9,0.2,2,2,10.6,3,11,"WY1 GB in G2","M2",11,0.0384,0.2890625,5,0.105356537528527,0.165227116418583,0.201357920790331,0.195959179422654
"85",157,"Wyoming population 1","GB","yes","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"86",158,"Wyoming population 1","GB","yes","2nd generation","M6",2,0.0149,0.0131,8.6,6,0.1,2,2,11.2,4,10.2,"WY1 GB in G2","M2",11.2,0.028,0.467857142857143,6,0.114455231422596,0.122065556157337,0.10016742116156,0.167332005306815
"87",159,"Wyoming population 1","GB","yes","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"88",160,"Wyoming population 1","GB","yes","2nd generation","M6",4,0.0165,0.0083,7.9,7,0.1,1,2,9.9,3,9.9,"WY1 GB in G2","M2",9.9,0.0248,0.334677419354839,5,0.091104335791443,0.128452325786651,0.10016742116156,0.157480157480236
"89",161,"Wyoming population 1","GB","yes","2nd generation","M6",5,0.0341,0.0146,11.6,10,0.2,2,3,13.5,3,4.3,"WY1 GB in G2","M2",13.5,0.0487,0.299794661190965,6,0.120830459735946,0.184661853126194,0.201357920790331,0.220680764907139
"90",162,"Wyoming population 1","GB","yes","2nd generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"91",163,"Wyoming population 1","GB","yes","2nd generation","M6",1,0.0027,7e-04,2,5,0.2,1,1,8.1,2,7.3,"WY1 GB in G2","M2",8.1,0.0034,0.205882352941176,3,0.0264575131106459,0.0519615242270663,0.201357920790331,0.058309518948453
"92",164,"Wyoming population 1","GB","yes","2nd generation","M6",2,0.01181,0.0078,7.5,8,0.2,2,2,9.1,3,8.4,"WY1 GB in G2","M2",9.1,0.01961,0.397756246812851,5,0.0883176086632785,0.108673823895177,0.201357920790331,0.140035709731482
"93",165,"Wyoming population 1","GB","yes","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"94",166,"Wyoming population 1","GB","yes","2nd generation","M6",4,0.0021,1e-04,2.2,5,0.1,1,0,NA,2,2.1,"WY1 GB in G2","M2",NA,0.0022,0.0454545454545455,2,0.01,0.0458257569495584,0.10016742116156,0.0469041575982343
"95",167,"Wyoming population 1","GB","yes","2nd generation","M6",5,0.0186,0.0131,6.7,7,0.1,2,4,10.6,3,8.7,"WY1 GB in G2","M2",10.6,0.0317,0.413249211356467,7,0.114455231422596,0.136381816969859,0.10016742116156,0.178044938147649
"96",168,"Wyoming population 1","GB","yes","2nd generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"97",169,"Wyoming population 1","GB","yes","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"98",170,"Wyoming population 1","GB","yes","2nd generation","M6",2,0.0213,0.0142,9.1,9,0.2,3,2,13.6,4,9.8,"WY1 GB in G2","M2",13.6,0.0355,0.4,6,0.11916375287813,0.145945195193264,0.201357920790331,0.188414436814168
"99",171,"Wyoming population 1","GB","yes","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"100",172,"Wyoming population 1","GB","yes","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"101",173,"Wyoming population 1","GB","yes","2nd generation","M6",5,0.0352,0.0253,8.6,17,0.3,2,4,11.7,2,10.1,"WY1 GB in G2","M2",11.7,0.0605,0.418181818181818,6,0.159059737205869,0.187616630392937,0.304692654015398,0.245967477524977
"102",174,"Wyoming population 1","GB","yes","2nd generation","M6",6,0.0129,0.007,6.7,6,0.1,1,1,10.4,3,8.7,"WY1 GB in G2","M2",10.4,0.0199,0.351758793969849,4,0.0836660026534076,0.113578166916005,0.10016742116156,0.141067359796659
"103",175,"Wyoming population 1","GB","yes","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"104",176,"Wyoming population 1","GB","yes","2nd generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"105",177,"Wyoming population 1","GB","yes","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"106",178,"Wyoming population 1","GB","yes","2nd generation","M6",4,0.0083,0.0057,4.6,6,0.1,1,2,10.6,3,9,"WY1 GB in G2","M2",10.6,0.014,0.407142857142857,5,0.0754983443527075,0.091104335791443,0.10016742116156,0.118321595661992
"107",179,"Wyoming population 1","GB","yes","2nd generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M2",NA,NA,NA,NA,NA,NA,NA,NA
"108",180,"Wyoming population 1","GB","yes","2nd generation","M6",6,0.017,0.0074,7.5,10,0.2,3,6,11.3,0,NA,"WY1 GB in G2","M2",NA,0.0244,0.30327868852459,6,0.0860232526704263,0.130384048104053,0.201357920790331,0.156204993518133
"109",181,"Wyoming population 1","GB","no","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"110",182,"Wyoming population 1","GB","no","2nd generation","M6",2,0.0088,0.0035,6.9,5,0.1,1,2,3.7,3,4.5,"WY1 GB out G2","M6",4.5,0.0123,0.284552845528455,5,0.0591607978309962,0.0938083151964686,0.10016742116156,0.110905365064094
"111",183,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,0.7,3,0.1,1,0,NA,3,7.7,"WY1 GB out G2","M6",NA,NA,NA,3,NA,NA,0.10016742116156,NA
"112",184,"Wyoming population 1","GB","no","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"113",185,"Wyoming population 1","GB","no","2nd generation","M6",5,0.0912,0.0457,17.7,17,0.3,3,5,11.7,1,10.3,"WY1 GB out G2","M6",11.7,0.1369,0.33382030679328,6,0.21377558326432,0.30199337741083,0.304692654015398,0.37
"114",186,"Wyoming population 1","GB","no","2nd generation","M6",6,0.0128,0.0187,12.4,8,0.2,2,3,11.6,3,9.2,"WY1 GB out G2","M6",11.6,0.0315,0.593650793650794,6,0.136747943311773,0.113137084989848,0.201357920790331,0.177482393492988
"115",187,"Wyoming population 1","GB","no","2nd generation","M6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"116",188,"Wyoming population 1","GB","no","2nd generation","M6",2,0.0334,0.0152,13.5,10,0.2,2,2,11.9,3,10.4,"WY1 GB out G2","M6",11.9,0.0486,0.312757201646091,5,0.12328828005938,0.182756668824971,0.201357920790331,0.220454076850486
"117",189,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"118",190,"Wyoming population 1","GB","no","2nd generation","M6",4,1e-04,1e-04,0.7,5,0.1,1,0,NA,1,8.9,"WY1 GB out G2","M6",NA,2e-04,0.5,1,0.01,0.01,0.10016742116156,0.014142135623731
"119",191,"Wyoming population 1","GB","no","2nd generation","M6",5,0.0071,0.0056,4.7,5,0.1,1,2,11.4,1,10.8,"WY1 GB out G2","M6",11.4,0.0127,0.440944881889764,3,0.0748331477354788,0.0842614977317636,0.10016742116156,0.112694276695846
"120",192,"Wyoming population 1","GB","no","2nd generation","M6",6,0.0317,0.0138,11.4,11,0.2,2,2,10.6,2,10.5,"WY1 GB out G2","M6",10.6,0.0455,0.303296703296703,4,0.117473401244707,0.178044938147649,0.201357920790331,0.213307290077015
